,UTS Depot,Bus,Route,Run,Operator,Unscheduled PO ,Scheduled PO,Actual PO,PO Diff,PO Depot ,Scheduled PI,Actual PI,PI diff,Depot PI
5213,JG,805,,B63-666,43924,,2024-01-06 09:21:00,2024-01-06 19:19:00,-14:01,JG,2024-01-06 11:04:00,2024-01-07 11:08:00,+00:04,JG
5214,JG,805,B43,B43-466,333065,,2024-01-06 11:37:00,2024-01-06 11:36:00,-00:00,JG,2024-01-06 17:00:00,2024-01-06 20:36:00,+03:36,JG
5215,JG,805,,B43-466,333065,,2024-01-06 17:57:00,,,,2024-01-06 20:39:00,,,
5216,JG,805,B11,B11-314,532034,,2024-01-06 20:25:00,2024-01-06 21:25:00,+01:00,JG,2024-01-06 23:54:00,2024-01-07 00:06:00,+00:12,JG
5217,JG,806,B67,B68-966,45617,,2024-01-06 08:31:00,2024-01-06 08:26:00,-00:04,JG,2024-01-06 18:23:00,2024-01-06 18:28:00,+00:05,JG
5220,JG,807,B61,B61-811,552108,,2024-01-06 09:10:00,2024-01-06 09:04:00,-00:05,JG,2024-01-06 12:55:00,2024-01-06 17:33:00,+04:38,JG
5221,JG,807,,B61-811,552108,,2024-01-06 13:34:00,,,,2024-01-06 17:37:00,,,
5223,JG,810,,B63-665,658174,,2024-01-06 09:06:00,,,,2024-01-06 10:49:00,,,
5224,JG,810,,B63-665,658174,,2024-01-06 11:28:00,,,,2024-01-06 15:03:00,,,
5225,JG,810,B63,B63-665,658174,,2024-01-06 16:30:00,,,,2024-01-06 18:50:00,2024-01-06 18:52:00,+00:02,JG
5262,JK,3639,,Q07-701,11677,,2024-01-06 05:18:00,2024-01-06 22:09:00,-07:08,JK,2024-01-06 10:41:00,2024-01-07 10:47:00,+00:06,JK
5263,JK,3639,Q07,Q07-701,11677,,2024-01-06 11:31:00,2024-01-06 11:29:00,-00:01,JK,2024-01-06 19:37:00,2024-01-06 19:50:00,+00:13,JK
5265,JK,3675,Q06,Q06-17,9620,,2024-01-06 16:19:00,2024-01-06 16:22:00,+00:03,JK,2024-01-07 01:11:00,2024-01-07 01:34:00,+00:23,JK
5266,JK,3682,Q06,Q60-621,8011,,2024-01-06 08:11:00,2024-01-06 07:56:00,-00:14,JK,2024-01-06 20:32:00,2024-01-06 17:17:00,-03:14,JK
5267,JK,3682,Q06,Q37-311,11101,,2024-01-06 21:22:00,2024-01-06 17:30:00,-03:51,JK,2024-01-07 02:02:00,2024-01-07 02:18:00,+00:16,JK
5268,JK,3698,Q10,Q10-231,9755,,2024-01-06 16:51:00,2024-01-06 16:49:00,-00:01,JK,2024-01-07 01:01:00,2024-01-07 00:51:00,-00:09,JK
5269,JK,3743,Q40,Q60-625,11673,,2024-01-06 15:14:00,2024-01-06 15:18:00,+00:04,JK,2024-01-06 21:01:00,2024-01-06 21:09:00,+00:08,JK
5270,JK,3752,Q06,Q60-620,10074,,2024-01-06 07:59:00,2024-01-06 07:52:00,-00:06,JK,2024-01-06 13:41:00,,,
5271,JK,3752,,Q60-620,10074,,2024-01-06 14:37:00,,,,2024-01-06 18:31:00,,,
5272,JK,3754,Q37,Q37-303,10678,,2024-01-06 06:42:00,2024-01-06 06:23:00,-00:18,JK,2024-01-06 15:58:00,2024-01-06 16:46:00,+00:48,JK
5273,JK,3982,Q37,Q40-401,11638,,2024-01-06 07:22:00,2024-01-06 07:16:00,-00:05,JK,2024-01-06 11:41:00,2024-01-06 11:43:00,+00:02,JK
5274,JK,3982,Q40,Q40-401,11638,,2024-01-06 12:44:00,2024-01-06 12:30:00,-00:13,JK,2024-01-06 17:54:00,2024-01-06 18:13:00,+00:19,JK
5276,JK,4012,Q06,Q08-824,9709,,2024-01-06 15:37:00,2024-01-06 15:38:00,+00:01,JK,2024-01-07 01:11:00,2024-01-07 01:13:00,+00:02,JK
5277,JK,4020,Q06,Q37-306,11333,,2024-01-06 11:22:00,2024-01-06 11:18:00,-00:03,JK,2024-01-06 16:23:00,2024-01-06 21:34:00,+05:11,JK
5278,JK,4020,,Q37-306,11333,,2024-01-06 17:14:00,,,,2024-01-06 21:27:00,,,
5280,JK,4021,Q06,Q08-819,11443,,2024-01-06 12:29:00,2024-01-06 12:22:00,-00:06,JK,2024-01-06 22:08:00,2024-01-06 22:08:00,+00:00,JK
5281,JK,4022,Q07,Q08-807,5308,,2024-01-06 05:56:00,2024-01-06 05:48:00,-00:07,JK,2024-01-06 23:43:00,2024-01-06 23:37:00,-00:05,JK
5282,JK,4023,,Q37-301,11671,,2024-01-06 05:22:00,2024-01-06 22:05:00,-07:16,JK,2024-01-06 14:01:00,2024-01-07 14:02:00,+00:01,JK
5283,JK,4023,Q06,Q37-304,8886,,2024-01-06 14:37:00,2024-01-06 14:27:00,-00:09,JK,2024-01-06 20:26:00,2024-01-06 20:26:00,+00:00,JK
5285,JK,4024,Q06,Q60-640,11451,,2024-01-06 15:19:00,2024-01-06 15:17:00,-00:01,JK,2024-01-07 00:41:00,2024-01-07 00:47:00,+00:06,JK
5286,JK,4042,Q08,Q08-811,10957,,2024-01-06 08:48:00,2024-01-06 08:42:00,-00:05,JK,2024-01-06 13:07:00,2024-01-06 19:03:00,+05:56,JK
5287,JK,4042,,Q08-811,10957,,2024-01-06 13:59:00,,,,2024-01-06 19:04:00,,,
5288,JK,4048,Q06,Q60-625,11673,,2024-01-06 10:50:00,2024-01-06 10:49:00,-00:00,JK,2024-01-06 14:20:00,2024-01-06 14:36:00,+00:16,JK
5289,JK,4048,Q06,Q60-638,7563,,2024-01-06 14:59:00,2024-01-06 14:59:00,+00:00,JK,2024-01-07 00:37:00,,,
5291,JK,4084,Q06,Q09-904,11691,,2024-01-06 07:32:00,2024-01-06 07:25:00,-00:06,JK,2024-01-06 12:52:00,2024-01-06 12:53:00,+00:01,JK
5292,JK,4084,,Q09-904,11691,,2024-01-06 13:52:00,2024-01-06 13:45:00,-00:07,JK,2024-01-06 17:12:00,2024-01-06 17:21:00,+00:09,JK
5293,JK,4108,,Q06-3,2049,,2024-01-06 01:22:00,,,,2024-01-06 10:29:00,,,
5294,JK,4108,Q06,Q08-817,9075,,2024-01-06 11:36:00,2024-01-06 11:19:00,-00:16,JK,2024-01-06 21:11:00,2024-01-06 21:00:00,-00:10,JK
5295,JK,4146,,Q09-905,4538,,2024-01-06 22:47:00,2024-01-06 20:32:00,-02:14,JK,2024-01-07 01:30:00,2024-01-07 01:10:00,-00:19,JK
5298,JK,4150,Q09,Q60-607,9694,,2024-01-06 05:22:00,2024-01-06 05:26:00,+00:04,JK,2024-01-06 14:29:00,2024-01-06 14:34:00,+00:05,JK
5299,JK,4150,Q09,Q40-406,10075,,2024-01-06 15:22:00,2024-01-06 15:21:00,-00:00,JK,2024-01-07 00:54:00,2024-01-07 01:03:00,+00:09,JK
5300,JK,4152,Q07,Q60-606,4356,,2024-01-06 05:20:00,,,,2024-01-06 13:44:00,2024-01-06 13:34:00,-00:09,JK
5301,JK,4152,Q06,Q60-639,10215,,2024-01-06 15:10:00,2024-01-06 15:10:00,+00:00,JK,2024-01-06 18:38:00,2024-01-07 00:30:00,+05:52,JK
5302,JK,4152,,Q60-639,10215,,2024-01-06 19:31:00,,,,2024-01-07 00:22:00,,,
5303,JK,4153,,Q60-604,9493,,2024-01-06 07:11:00,2024-01-06 22:15:00,-08:55,JK,2024-01-06 10:19:00,2024-01-07 10:14:00,-00:04,JK
5304,JK,4153,,Q60-604,9493,,2024-01-06 02:00:00,,,,2024-01-06 06:19:00,,,
5308,JK,4158,Q06,Q08-812,10071,,2024-01-06 08:59:00,2024-01-06 08:52:00,-00:06,JK,2024-01-06 12:31:00,2024-01-06 19:38:00,+07:07,JK
5309,JK,4158,,Q08-812,10071,,2024-01-06 13:38:00,,,,2024-01-06 19:20:00,,,
5310,JK,4164,Q10,Q10-221,5689,,2024-01-06 11:17:00,2024-01-06 11:23:00,+00:06,JK,2024-01-06 15:56:00,2024-01-06 21:33:00,+05:37,JK
5311,JK,4164,,Q10-221,5689,,2024-01-06 16:59:00,,,,2024-01-06 21:33:00,,,
5312,JK,4165,Q60,Q60-602,2227,,2024-01-06 01:00:00,2024-01-06 01:01:00,+00:01,JK,2024-01-06 08:53:00,2024-01-06 08:48:00,-00:04,JK
5313,JK,4165,,Q60-633,9369,,2024-01-06 13:30:00,2024-01-06 13:12:00,-00:17,JK,2024-01-06 23:07:00,2024-01-06 13:13:00,-09:53,JK
5315,JK,4167,Q06,Q06-2,6540,,2024-01-06 00:52:00,2024-01-06 00:56:00,+00:04,JK,2024-01-06 09:58:00,2024-01-06 10:10:00,+00:12,JK
5316,JK,4167,Q06,Q60-632,6991,,2024-01-06 13:14:00,2024-01-06 12:46:00,-00:27,JK,2024-01-06 22:13:00,2024-01-06 22:08:00,-00:04,JK
5318,JK,4168,Q40,Q60-616,7333,,2024-01-06 06:42:00,2024-01-06 06:44:00,+00:02,JK,2024-01-06 16:08:00,2024-01-06 16:47:00,+00:39,JK
5319,JK,4168,Q06,Q60-646,6709,,2024-01-06 17:10:00,2024-01-06 17:03:00,-00:06,JK,2024-01-07 02:21:00,2024-01-07 02:29:00,+00:08,JK
5320,JK,4216,Q60,Q60-613,2366,,2024-01-06 06:20:00,2024-01-06 06:15:00,-00:04,JK,2024-01-06 15:18:00,2024-01-06 15:43:00,+00:25,JK
5321,JK,4216,Q37,Q37-310,11456,,2024-01-06 16:22:00,2024-01-06 16:03:00,-00:18,JK,2024-01-06 21:12:00,2024-01-06 18:50:00,-02:21,JK
5322,JK,4216,,Q37-310,11456,,2024-01-06 22:11:00,,,,2024-01-07 01:38:00,,,
5323,JK,4220,Q06,Q60-629,11681,,2024-01-06 12:38:00,2024-01-06 12:30:00,-00:07,JK,2024-01-06 21:28:00,2024-01-06 22:01:00,+00:33,JK
5324,JK,4246,Q07,Q08-815,10882,,2024-01-06 10:51:00,2024-01-06 10:43:00,-00:07,JK,2024-01-06 14:44:00,2024-01-06 21:17:00,+06:33,JK
5325,JK,4246,,Q08-815,10882,,2024-01-06 15:40:00,,,,2024-01-06 21:23:00,,,
5327,JK,4248,Q06,Q60-608,10642,,2024-01-06 05:42:00,2024-01-06 05:32:00,-00:09,JK,2024-01-06 14:11:00,2024-01-06 14:08:00,-00:02,JK
5328,JK,4248,Q06,Q40-405,11442,,2024-01-06 16:59:00,2024-01-06 16:58:00,-00:00,JK,2024-01-06 21:07:00,2024-01-06 21:14:00,+00:07,JK
5331,JK,4258,,Q60-606,4356,,2024-01-06 05:20:00,,,,2024-01-06 13:44:00,,,
5332,JK,4258,,Q60-624,11647,,2024-01-06 10:11:00,2024-01-06 09:20:00,-00:50,JK,2024-01-06 15:38:00,2024-01-06 09:31:00,-06:06,JK
5334,JK,4258,Q06,Q07-706,9797,,2024-01-06 16:51:00,2024-01-06 16:49:00,-00:01,JK,2024-01-06 22:28:00,,,
5335,JK,4258,,Q07-706,9797,,2024-01-06 23:22:00,,,,2024-01-07 02:24:00,,,
5336,JK,4332,Q07,Q37-302,2188,,2024-01-06 05:52:00,2024-01-06 06:08:00,+00:16,JK,2024-01-06 11:21:00,2024-01-06 15:33:00,+04:12,JK
5337,JK,4332,,Q60-612,10147,,2024-01-06 06:11:00,,,,2024-01-06 15:06:00,,,
5338,JK,4332,Q37,Q37-312,10873,,2024-01-06 17:02:00,2024-01-06 16:34:00,-00:27,JK,2024-01-07 01:36:00,2024-01-07 01:16:00,-00:19,JK
5339,JK,4344,Q08,Q60-627,11092,,2024-01-06 12:08:00,2024-01-06 12:07:00,-00:00,JK,2024-01-06 21:08:00,2024-01-06 21:08:00,+00:00,JK
5340,JK,4353,Q07,Q60-618,11066,,2024-01-06 07:31:00,2024-01-06 07:33:00,+00:02,JK,2024-01-06 16:48:00,2024-01-06 16:53:00,+00:05,JK
5341,JK,4354,Q40,Q60-609,11674,,2024-01-06 05:51:00,,,,2024-01-06 14:48:00,2024-01-06 15:08:00,+00:20,JK
5342,JK,4354,Q08,Q08-825,11121,,2024-01-06 15:52:00,2024-01-06 15:52:00,+00:00,JK,2024-01-07 01:07:00,2024-01-07 00:49:00,-00:17,JK
5343,JK,4360,Q06,Q08-808,7351,,2024-01-06 06:17:00,2024-01-06 06:18:00,+00:01,JK,2024-01-06 15:22:00,2024-01-06 15:32:00,+00:10,JK
5344,JK,4360,Q37,Q60-624,11647,,2024-01-06 16:42:00,2024-01-06 16:42:00,+00:00,JK,2024-01-06 21:02:00,2024-01-06 20:56:00,-00:06,JK
5346,JK,4384,,Q08-803,7995,,2024-01-06 04:52:00,2024-01-06 21:38:00,-07:13,JK,2024-01-06 14:21:00,2024-01-07 14:19:00,-00:01,JK
5347,JK,4384,Q06,Q60-641,11625,,2024-01-06 15:39:00,2024-01-06 15:34:00,-00:04,JK,2024-01-07 00:54:00,2024-01-07 00:56:00,+00:02,JK
5349,JK,4385,Q40,Q40-404,10600,,2024-01-06 08:59:00,2024-01-06 08:59:00,+00:00,JK,2024-01-06 14:07:00,2024-01-06 14:10:00,+00:03,JK
5350,JK,4385,Q06,Q60-637,11569,,2024-01-06 14:30:00,2024-01-06 14:32:00,+00:02,JK,2024-01-06 17:58:00,,,
5351,JK,4385,,Q60-637,11569,,2024-01-06 18:51:00,,,,2024-01-07 00:39:00,,,
5352,JK,4396,Q09,Q09-902,10872,,2024-01-06 04:48:00,,,,2024-01-06 13:43:00,2024-01-06 13:59:00,+00:16,JK
5353,JK,4396,Q37,Q37-308,10553,,2024-01-06 14:22:00,2024-01-06 14:19:00,-00:02,JK,2024-01-06 23:09:00,,,
5354,JK,4401,Q06,Q60-626,4895,,2024-01-06 11:07:00,2024-01-06 11:28:00,+00:21,JK,2024-01-06 15:39:00,2024-01-06 15:37:00,-00:01,JK
5355,JK,4401,Q06,Q60-626,4895,,2024-01-06 16:31:00,2024-01-06 16:13:00,-00:17,JK,2024-01-06 21:43:00,2024-01-06 21:48:00,+00:05,JK
5356,JK,4466,Q06,Q60-622,9741,,2024-01-06 08:44:00,2024-01-06 08:22:00,-00:21,JK,2024-01-06 12:52:00,2024-01-06 19:24:00,+06:32,JK
5357,JK,4466,,Q60-622,9741,,2024-01-06 13:51:00,,,,2024-01-06 19:19:00,,,
5358,JK,4482,Q06,Q37-304,8886,,2024-01-06 07:34:00,2024-01-06 07:17:00,-00:16,JK,2024-01-06 11:41:00,2024-01-06 11:37:00,-00:03,JK
5359,JK,4482,Q06,Q60-628,11755,,2024-01-06 12:22:00,2024-01-06 12:06:00,-00:15,JK,2024-01-06 15:43:00,2024-01-06 22:07:00,+06:24,JK
5360,JK,4482,,Q60-628,11755,,2024-01-06 16:50:00,,,,2024-01-06 22:02:00,,,
5362,JK,4525,Q06,Q09-903,10835,,2024-01-06 07:12:00,2024-01-06 07:09:00,-00:02,JK,2024-01-06 15:20:00,2024-01-06 15:10:00,-00:09,JK
5363,JK,4525,Q60,Q60-644,10113,,2024-01-06 16:30:00,2024-01-06 16:32:00,+00:02,JK,2024-01-06 22:09:00,,,
5364,JK,4525,,Q60-644,10113,,2024-01-06 23:11:00,,,,2024-01-07 01:37:00,,,
5367,JK,4527,Q06,Q08-810,11100,,2024-01-06 08:35:00,2024-01-06 08:26:00,-00:08,JK,2024-01-06 18:20:00,2024-01-06 18:33:00,+00:13,JK
5368,JK,4528,,Q08-820,2195,,2024-01-06 13:38:00,2024-01-06 13:49:00,+00:11,JK,2024-01-06 22:25:00,2024-01-06 22:15:00,-00:09,JK
5369,JK,4534,,Q08-801,8828,,2024-01-06 03:42:00,2024-01-06 21:32:00,-06:09,JK,2024-01-06 12:43:00,2024-01-07 12:42:00,-00:00,JK
5370,JK,4546,Q60,Q60-603,10213,,2024-01-06 01:30:00,2024-01-06 01:18:00,-00:11,JK,2024-01-06 10:07:00,2024-01-06 10:08:00,+00:01,JK
5371,JK,4546,Q06,Q60-631,7329,,2024-01-06 13:10:00,2024-01-06 12:58:00,-00:11,JK,2024-01-06 22:21:00,2024-01-06 22:14:00,-00:06,JK
5372,JK,4554,Q06,Q60-619,11057,,2024-01-06 07:51:00,2024-01-06 07:48:00,-00:02,JK,2024-01-06 17:08:00,,,
5374,JK,4558,Q06,Q08-802,8849,,2024-01-06 04:20:00,2024-01-06 13:59:00,+09:39,JK,2024-01-06 16:24:00,2024-01-06 15:44:00,-00:39,JK
5375,JK,4558,Q06,Q06-14,5823,,2024-01-06 13:57:00,2024-01-06 15:45:00,+01:48,JK,2024-01-06 22:32:00,2024-01-06 22:42:00,+00:10,JK
5377,JK,4563,Q07,Q40-405,11442,,2024-01-06 10:31:00,2024-01-06 10:27:00,-00:03,JK,2024-01-07 01:21:00,,,
5378,JK,4586,,Q06-10,8457,,2024-01-06 15:29:00,2024-01-06 21:23:00,-18:05,JK,2024-01-06 19:37:00,2024-01-07 19:39:00,+00:02,JK
5379,JK,4586,,Q60-605,11641,,2024-01-06 03:56:00,,,,2024-01-06 14:34:00,,,
5380,JK,4632,,Q60-601,1872,,2024-01-06 00:30:00,2024-01-06 00:38:00,+00:08,JK,2024-01-06 04:46:00,2024-01-06 08:30:00,+03:44,JK
5381,JK,4632,,Q60-601,1872,,2024-01-06 05:40:00,,,,2024-01-06 08:28:00,,,
5382,JK,4632,Q06,Q08-813,11099,,2024-01-06 10:19:00,2024-01-06 10:08:00,-00:10,JK,2024-01-06 13:51:00,2024-01-06 20:24:00,+06:33,JK
5383,JK,4632,,Q08-813,11099,,2024-01-06 14:54:00,,,,2024-01-06 20:30:00,,,
5384,JK,4636,Q07,Q08-806,10150,,2024-01-06 05:36:00,2024-01-06 05:24:00,-00:11,JK,2024-01-06 14:48:00,2024-01-06 15:02:00,+00:14,JK
5385,JK,4636,Q06,Q60-642,10634,,2024-01-06 15:59:00,2024-01-06 16:05:00,+00:06,JK,2024-01-07 01:00:00,,,
5387,JK,4639,Q06,Q37-302,2188,,2024-01-06 05:52:00,2024-01-06 05:56:00,+00:04,JK,2024-01-06 11:21:00,2024-01-06 15:31:00,+04:10,JK
5388,JK,4639,,Q37-302,2188,,2024-01-06 12:14:00,,,,2024-01-06 15:22:00,,,
5389,JK,4646,,Q08-804,7514,,2024-01-06 05:00:00,,,,2024-01-06 13:43:00,,,
5390,JK,4646,Q07,Q60-636,6608,,2024-01-06 14:11:00,2024-01-06 14:15:00,+00:04,JK,2024-01-06 19:38:00,2024-01-07 00:04:00,+04:26,JK
5391,JK,4646,,Q60-636,6608,,2024-01-06 20:45:00,,,,2024-01-06 23:42:00,,,
5392,JK,4648,Q07,Q07-704,4277,,2024-01-06 09:31:00,2024-01-06 09:27:00,-00:03,JK,2024-01-06 14:56:00,2024-01-06 19:56:00,+05:00,JK
5393,JK,4648,,Q07-704,4277,,2024-01-06 15:51:00,,,,2024-01-06 19:44:00,,,
5394,JK,4649,Q06,Q06-1,11626,,2024-01-06 00:22:00,2024-01-06 00:21:00,-00:00,JK,2024-01-06 09:28:00,2024-01-06 09:35:00,+00:07,JK
5396,JK,4652,Q06,Q08-809,10224,,2024-01-06 06:45:00,2024-01-06 06:28:00,-00:16,JK,2024-01-06 21:56:00,2024-01-06 12:26:00,-09:29,JK
5397,JK,5364,,Q10-203,5998,,2024-01-06 00:55:00,2024-01-06 20:53:00,-04:01,JK,2024-01-06 10:34:00,2024-01-07 10:23:00,-00:10,JK
5398,JK,5364,,SBS52-60,2365,,2024-01-06 13:00:00,2024-01-06 12:29:00,-00:30,JK,2024-01-06 22:37:00,2024-01-06 12:34:00,-10:02,JK
5400,JK,5366,,Q10-213,10500,,2024-01-06 07:04:00,,,,2024-01-06 11:28:00,,,
5401,JK,5366,,Q10-213,10500,,2024-01-06 12:28:00,,,,2024-01-06 17:31:00,,,
5402,JK,5366,Q52+,SBS52-67,10067,,2024-01-06 18:05:00,2024-01-06 17:47:00,-00:17,JK,2024-01-07 02:01:00,2024-01-07 01:43:00,-00:17,JK
5403,JK,5369,Q52+,SBS52-58,11656,,2024-01-06 08:25:00,2024-01-06 08:25:00,+00:00,JK,2024-01-06 17:38:00,2024-01-06 17:52:00,+00:14,JK
5404,JK,5371,,SBS52-54,11644,,2024-01-06 05:55:00,,,,2024-01-06 15:42:00,,,
5405,JK,5371,,Q10-229,9840,,2024-01-06 16:26:00,,,,2024-01-07 01:05:00,,,
5406,JK,5374,Q52+,SBS52-57,10944,,2024-01-06 07:40:00,2024-01-06 07:46:00,+00:06,JK,2024-01-06 17:17:00,2024-01-06 22:52:00,+05:35,JK
5407,JK,5375,,Q10-210,1931,,2024-01-06 06:04:00,2024-01-06 21:52:00,-08:11,JK,2024-01-06 15:32:00,2024-01-07 15:41:00,+00:09,JK
5409,JK,5376,Q52+,SBS52-56,10423,,2024-01-06 07:20:00,2024-01-06 07:37:00,+00:17,JK,2024-01-06 16:37:00,2024-01-06 16:25:00,-00:11,JK
5410,JK,5379,,Q10-212,6871,,2024-01-06 06:17:00,,,,2024-01-06 14:50:00,,,
5411,JK,5379,Q52+,SBS52-63,1927,,2024-01-06 15:00:00,2024-01-06 15:06:00,+00:06,JK,2024-01-07 00:36:00,2024-01-07 00:08:00,-00:27,JK
5412,JK,5380,,Q10-207,11314,,2024-01-06 04:30:00,2024-01-06 21:59:00,-06:30,JK,2024-01-06 13:04:00,2024-01-07 13:07:00,+00:03,JK
5414,JK,5381,Q10,Q10-217,4233,,2024-01-06 09:14:00,2024-01-06 09:16:00,+00:02,JK,2024-01-06 17:55:00,2024-01-06 17:59:00,+00:04,JK
5416,JK,5382,Q06,Q10-205,11415,,2024-01-06 03:55:00,2024-01-06 00:52:00,-03:02,JK,2024-01-06 12:17:00,2024-01-06 12:18:00,+00:01,JK
5417,JK,5382,Q10,Q10-223,6722,,2024-01-06 13:38:00,2024-01-06 13:13:00,-00:24,JK,2024-01-06 21:44:00,2024-01-06 21:41:00,-00:02,JK
5418,JK,5385,Q10,Q10-215,10218,,2024-01-06 07:58:00,2024-01-06 07:52:00,-00:05,JK,2024-01-06 12:40:00,2024-01-06 18:24:00,+05:44,JK
5419,JK,5385,,Q10-215,10218,,2024-01-06 13:43:00,,,,2024-01-06 18:19:00,,,
5420,JK,6235,,Q10-208,5803,,2024-01-06 04:45:00,2024-01-06 01:14:00,-03:30,JK,2024-01-06 13:28:00,2024-01-06 13:33:00,+00:05,JK
5421,JK,6235,Q10,Q10-225,11321,,2024-01-06 14:02:00,2024-01-06 14:04:00,+00:02,JK,2024-01-06 22:19:00,2024-01-06 22:15:00,-00:03,JK
5422,JK,6236,Q10,Q10-216,7325,,2024-01-06 09:04:00,2024-01-06 08:41:00,-00:22,JK,2024-01-06 13:52:00,2024-01-06 13:49:00,-00:02,JK
5423,JK,6236,Q10,Q10-216,7325,,2024-01-06 14:58:00,2024-01-06 14:43:00,-00:14,JK,2024-01-06 19:51:00,2024-01-06 19:50:00,-00:00,JK
5424,JK,6237,,SBS52-66,9601,,2024-01-06 16:45:00,2024-01-06 00:52:00,-15:52,JK,2024-01-07 01:06:00,2024-01-06 00:53:00,-00:12,JK
5425,JK,6237,Q10,Q10-206,1958,,2024-01-06 04:20:00,2024-01-06 04:15:00,-00:04,JK,2024-01-06 13:53:00,2024-01-06 14:02:00,+00:09,JK
5427,JK,6238,,Q10-201,2190,,2024-01-06 00:15:00,2024-01-06 20:59:00,-03:15,JK,2024-01-06 09:34:00,2024-01-07 09:28:00,-00:05,JK
5428,JK,6238,Q52+,SBS52-61,6992,,2024-01-06 13:05:00,2024-01-06 13:11:00,+00:06,JK,2024-01-06 21:57:00,2024-01-06 21:51:00,-00:05,JK
5429,JK,6239,,SBS52-55,10068,,2024-01-06 06:20:00,2024-01-06 19:15:00,-11:04,JK,2024-01-06 14:41:00,2024-01-07 14:39:00,-00:01,JK
5430,JK,6240,Q52+,SBS52-59,7334,,2024-01-06 10:25:00,2024-01-06 10:13:00,-00:11,JK,2024-01-06 19:27:00,2024-01-06 19:41:00,+00:14,JK
5431,JK,6243,Q10,Q10-214,1950,,2024-01-06 07:15:00,2024-01-06 07:25:00,+00:10,JK,2024-01-06 16:43:00,2024-01-06 16:39:00,-00:03,JK
5432,JK,6243,Q10,Q10-230,8184,,2024-01-06 16:50:00,2024-01-06 16:49:00,-00:00,JK,2024-01-07 01:25:00,2024-01-07 01:29:00,+00:04,JK
5433,JK,6245,,SBS52-53,9403,,2024-01-06 05:50:00,2024-01-06 21:47:00,-08:02,JK,2024-01-06 15:32:00,2024-01-07 15:10:00,-00:21,JK
5434,JK,6245,Q10,Q10-228,11621,,2024-01-06 15:38:00,2024-01-06 15:28:00,-00:09,JK,2024-01-07 00:45:00,2024-01-07 01:11:00,+00:26,JK
5435,JK,6246,,Q10-209,8095,,2024-01-06 06:00:00,,,,2024-01-06 14:44:00,,,
5436,JK,6250,,Q10-211,9696,,2024-01-06 06:13:00,2024-01-06 01:20:00,-04:52,JK,2024-01-06 15:08:00,2024-01-06 14:57:00,-00:10,JK
5437,JK,6250,Q10,Q10-227,11602,,2024-01-06 15:14:00,2024-01-06 15:19:00,+00:05,JK,2024-01-07 00:28:00,,,
5438,JK,6253,Q10,Q10-218,8010,,2024-01-06 10:17:00,2024-01-06 10:23:00,+00:06,JK,2024-01-06 19:49:00,2024-01-06 13:33:00,-06:15,JK
5439,JK,6253,Q52+,SBS52-64,2024,,2024-01-06 15:40:00,2024-01-06 15:36:00,-00:03,JK,2024-01-07 01:31:00,2024-01-07 01:32:00,+00:01,JK
5440,JK,6254,,SBS52-52,5684,,2024-01-06 05:20:00,2024-01-06 01:26:00,-03:53,JK,2024-01-06 13:21:00,2024-01-06 13:09:00,-00:11,JK
5441,JK,6254,Q10,Q10-224,6725,,2024-01-06 13:58:00,2024-01-06 13:44:00,-00:13,JK,2024-01-06 22:59:00,2024-01-06 23:12:00,+00:13,JK
5442,JK,6255,,Q10-202,7324,,2024-01-06 00:35:00,2024-01-06 20:16:00,-04:18,JK,2024-01-06 10:19:00,2024-01-07 10:13:00,-00:05,JK
5443,JK,6255,Q10,Q10-222,11577,,2024-01-06 12:50:00,2024-01-06 12:51:00,+00:01,JK,2024-01-06 21:18:00,2024-01-06 21:15:00,-00:02,JK
5444,JK,6256,,Q10-204,3632,,2024-01-06 01:15:00,,,,2024-01-06 10:43:00,,,
5445,JK,6257,,SBS52-51,6628,,2024-01-06 04:50:00,2024-01-06 23:40:00,-05:09,JK,2024-01-06 14:12:00,2024-01-07 14:03:00,-00:08,JK
5446,JK,6257,Q52+,SBS52-62,4357,,2024-01-06 14:20:00,2024-01-06 14:28:00,+00:08,JK,2024-01-07 00:06:00,2024-01-06 23:53:00,-00:12,JK
5448,JK,9012,Q06,Q60-635,10394,,2024-01-06 14:10:00,2024-01-06 13:55:00,-00:14,JK,2024-01-06 23:24:00,2024-01-06 23:26:00,+00:02,JK
5449,JK,9013,Q07,Q60-617,11580,,2024-01-06 07:11:00,2024-01-06 07:05:00,-00:05,JK,2024-01-06 16:28:00,2024-01-06 16:41:00,+00:13,JK
5450,JK,9014,Q06,Q06-8,11395,,2024-01-06 08:37:00,2024-01-06 08:11:00,-00:25,JK,2024-01-06 13:24:00,2024-01-06 19:27:00,+06:03,JK
5451,JK,9014,,Q06-8,11395,,2024-01-06 14:24:00,,,,2024-01-06 19:20:00,,,
5452,JK,9017,Q40,Q40-402,11573,,2024-01-06 08:14:00,2024-01-06 07:52:00,-00:21,JK,2024-01-06 12:22:00,2024-01-06 12:46:00,+00:24,JK
5453,JK,9017,Q08,Q08-821,7149,,2024-01-06 13:50:00,2024-01-06 13:57:00,+00:07,JK,2024-01-06 22:37:00,2024-01-06 22:38:00,+00:01,JK
5454,JK,9019,Q06,Q60-605,11641,,2024-01-06 09:39:00,2024-01-06 09:36:00,-00:02,JK,2024-01-06 13:11:00,2024-01-06 13:38:00,+00:27,JK
